field_codi_equipament,field_comarca,field_municipi,field_nom_equipament,field_espai_principal
814300009,Anoia,Òdena,ZONA ESPORTIVA PARC DE LA FONT,POL
816140028,Anoia,Piera,CAMP DE FUTBOL CAN BOU,CAM
816140010,Anoia,Piera,CAMP DE FUTBOL MUNICIPAL,CAM
816140004,Anoia,Piera,LOCAL SOCIAL DE CAN MATA,POL
816140020,Anoia,Piera,PAVELLÓ POLIESPORTIU EL PRAT,PAV
816140009,Anoia,Piera,PISCINA MUNICIPAL DE PIERA,PCO
816140029,Anoia,Piera,PISTA POLIESPORTIVA AV. BARCELONA,POL
816140013,Anoia,Piera,PISTA POLIESPORTIVA CAN MATA,POL
816140007,Anoia,Piera,PISTA POLIESPORTIVA CASTELL DE LA VENTOSA,POL
816140006,Anoia,Piera,PISTA POLIESPORTIVA EL BADORC,POL
816140021,Anoia,Piera,PISTA POLIESPORTIVA LA FORTESA,POL
816140008,Anoia,Piera,PISTA POLIESPORTIVA URB. CAN CLARAMUNT,POL
816140033,Anoia,Piera,PISTES CAN CLARAMUNT,POL
816140005,Anoia,Piera,PISTES DE PETANCA PIERA,PET
816140035,Anoia,Piera,PISTES PETANCA LA PLANA,POL
816140034,Anoia,Piera,PISTES SANT SADURNÍ,POL
816140037,Anoia,Piera,SKATEPARK I PUMP TRACK PIERA,Altres espais
816140017,Anoia,Piera,URBANITZACIÓ  CAN CANALS,POL
816140019,Anoia,Piera,URBANITZACIÓ CAN BONASTRE,PET
816140030,Anoia,Piera,URBANITZACIÓ CAN CLARAMUNT,PET
816140027,Anoia,Piera,URBANITZACIÓ CAN MAS,CAM
816140016,Anoia,Piera,URBANITZACIÓ LA GRUA,POL
816140018,Anoia,Piera,URBANITZACIÓ LA VENTA CAN MUSARRO,POL
816140012,Anoia,Piera,ZONA ESPORTIVA BOSC DE L'ÀLIGA,POL
816530009,Anoia,La Pobla de Claramunt,ÀREA D'ACTIVITAT FÍSICA PARC DE LES POBLES,Altres espais
816530008,Anoia,La Pobla de Claramunt,ÀREA D'ACTIVITAT FÍSICA PLAÇA GALDERICH,Altres espais
816530004,Anoia,La Pobla de Claramunt,CAMP DE FUTBOL MUNICIPAL PAS BLAU,CAM
816530003,Anoia,La Pobla de Claramunt,PISCINES MUNICIPALS,PAL
816530002,Anoia,La Pobla de Claramunt,PISTES DE TENNIS MUNICIPALS,TEN
817050001,Anoia,Els Prats de Rei,PISCINA MUNICIPAL ELS PRATS DE REI,PAL
817050005,Anoia,Els Prats de Rei,PISTA POLIESPORTIVA,POL
817640004,Anoia,Pujalt,PISCINES MUNICIPALS,PAL
817640003,Anoia,Pujalt,PISTA LA GUARDIA,POL
817640001,Anoia,Pujalt,POLIESPORTIU ÀLEX BOTINES,POL
818590002,Anoia,Rubió,REFUGI MAS DEL TRONC (ALBERG DE MUNTANYA),Altres espais
818590005,Anoia,Rubió,ZONA ESPORTIVA MUNICIPAL,CAM
822640005,Anoia,Sant Martí de Tous,LOCAL MUNICIPAL ANTIC ATENEU,SAL
822640001,Anoia,Sant Martí de Tous,PISCINA MUNICIPAL,PAL
822640004,Anoia,Sant Martí de Tous,PISTA BASQUET PLAÇA DE FATIMA,POL
822640002,Anoia,Sant Martí de Tous,PISTA I CAMP MUNICIPAL,CAM
822860006,Anoia,Sant Martí Sesgueioles,ÀREA D'ACTIVITAT FÍSICA PARC DEL TORRENT,Altres espais
822860005,Anoia,Sant Martí Sesgueioles,LA FÀBRICA,SAL
822860002,Anoia,Sant Martí Sesgueioles,POLIESPORTIU MUNICIPAL,POL
822860003,Anoia,Sant Martí Sesgueioles,SALA POLIVALENT,SAL
818970003,Anoia,Sant Pere Sallavinera,LOCAL SOCIAL,POL
825080017,Anoia,Santa Margarida de Montbui,ÀREA D'ACTIVITAT FÍSICA PLAÇA DE LA SOLIDARITAT,Altres espais
825080018,Anoia,Santa Margarida de Montbui,CISTELLA PLAÇA DE VISTALEGRE,Altres espais
825080009,Anoia,Santa Margarida de Montbui,CLUB DE TENNIS MONTBUI,TEN
825080015,Anoia,Santa Margarida de Montbui,ESPAI D'ACTIVITAT FÍSICA PARC CENTRAL,POL
825080002,Anoia,Santa Margarida de Montbui,ESTADI MUNICIPAL - CAMP DE FUTBOL,CAM
825080013,Anoia,Santa Margarida de Montbui,MONT-AQUA,PCO
825080011,Anoia,Santa Margarida de Montbui,PISCINA MUNICIPAL,POL
825080005,Anoia,Santa Margarida de Montbui,PISTA DE LA PLAÇA PICASSO,POL
825080016,Anoia,Santa Margarida de Montbui,PISTES DE PETANCA PLAÇA DE LA VINÍCOLA,PET
825080008,Anoia,Santa Margarida de Montbui,POLIESPORTIU CAN PASSANALS,PAV
825730004,Anoia,Santa Maria de Miralles,ZONA POLIESPORTIVA PLAÇA DE L'ESGLÉSIA,Altres espais
828610001,Anoia,La Torre de Claramunt,CAMP MUNICIPAL DE VINÇÓ,CAM
828610007,Anoia,La Torre de Claramunt,PAVELLÓ MUNICIPAL D'ESPORTS DE VINÇÓ,PAV
828610005,Anoia,La Torre de Claramunt,PISCINES MUNICIPALS LES PINEDES DE L'ARMENGOL,TEN
828610004,Anoia,La Torre de Claramunt,PISTA LES PINEDES DE L'ARMENGOL,POL
828610006,Anoia,La Torre de Claramunt,RECINTE TORRESPORT,SAL
829220002,Anoia,Vallbona d'Anoia,PISCINES MUNICIPALS,SAL
829220005,Anoia,Vallbona d'Anoia,PISTA PARC DE LA BALÇ,POL
829220009,Anoia,Vallbona d'Anoia,PISTES DE PETANCA CARRER PÈLAG ROQUER,PET
829220003,Anoia,Vallbona d'Anoia,POLIESPORTIU MUNICIPAL ANTONI CASAS FERRER,PAV
829220004,Anoia,Vallbona d'Anoia,SALA POLIVALENT JAUME CALVERES,SAL
829220007,Anoia,Vallbona d'Anoia,TENNIS TAULA CARRER REGUEROT,Altres espais
829220008,Anoia,Vallbona d'Anoia,ZONA ESPORTIVA CARRER PÈLAG ROQUER,POL
830200016,Anoia,Vilanova del Camí,ÀREA DE LLEURE LES MORERES,Altres espais
830200001,Anoia,Vilanova del Camí,CAMP DE FUTBOL CAN TITÓ,CAM
830200005,Anoia,Vilanova del Camí,CAMP DE FUTBOL LA PAU,CAM
830200015,Anoia,Vilanova del Camí,ESCACS AL CARRER,Altres espais
830200019,Anoia,Vilanova del Camí,PÀDEL GYM - BAR PISCINES PARC FLUVIAL,SAL
830200002,Anoia,Vilanova del Camí,PISCINES MUNICIPALS,PAL
830200011,Anoia,Vilanova del Camí,PISTA POLIESPORTIVA,POL
830200003,Anoia,Vilanova del Camí,PISTES DE TENNIS MUNICIPALS,TEN
830200004,Anoia,Vilanova del Camí,POLIESPORTIU MUNICIPAL CAN TITÓ,PAV
830200014,Anoia,Vilanova del Camí,TENNIS TAULA C. ALFONS XIII,Altres espais
800230002,Bages,Aguilar de Segarra,CAMP DE TIR MUNICIPAL,Altres espais
800230006,Bages,Aguilar de Segarra,CIRCUIT FIX D'ORIENTACIÓ,Altres espais
800230007,Bages,Aguilar de Segarra,LOCAL SOCIAL,SAL
800230005,Bages,Aguilar de Segarra,PISCINA MUNICIPAL,PAL
800230004,Bages,Aguilar de Segarra,PISTA POLIESPORTIVA MUNICIPAL,POL
801090009,Bages,Artés,CAMP DE FUTBOL MUNICIPAL,CAM
801090013,Bages,Artés,CISTELLA PL. TELERS,Altres espais
801090007,Bages,Artés,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
801090011,Bages,Artés,PÌSCINES MUNICIPALS,PAL
801090014,Bages,Artés,SKATE PARK,Altres espais
801090012,Bages,Artés,ZONA ESPORTIVA MUNICIPAL,POL
801210006,Bages,Avinyó,CAMP MUNICIPAL D'ESPORTS J. HERMS,CAM
801210003,Bages,Avinyó,CLUB D'ESCACS AVINYÓ,SAL
801210010,Bages,Avinyó,PAVELLÓ MUNICIPAL C. BARCELONA,PAV
801210004,Bages,Avinyó,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
801210005,Bages,Avinyó,PISCINES MUNICIPALS,PAL
801210002,Bages,Avinyó,PISTES DE TENNIS I PÀDEL MUNICIPALS,TEN
801210011,Bages,Avinyó,SKATEPARK C. ENTITATS,Altres espais
801800005,Bages,Balsareny,CAMP DE FUTBOL MUNICIPAL,CAM
801800001,Bages,Balsareny,PAVELLÓ D'ESPORTS MUNICIPAL,PAV
801800002,Bages,Balsareny,PISCINA MUNICIPAL A L'AIRE LLIURE,PAL
801800009,Bages,Balsareny,PISTA POLIESPORTIVA CAL NOSA,POL
801800010,Bages,Balsareny,TENNIS TAULA TRAVESSERA DEL NORD,Altres espais
801800006,Bages,Balsareny,ZONA ESPORTIVA C. DE LA INDÚSTRIA,CAM
803860006,Bages,Callús,ÀREA D'ACTIVITAT FÍSICA PL. DOCTOR VERS,Altres espais
803860002,Bages,Callús,CAMP DE FUTBOL MUNICIPAL ANDREU LLADÓ,CAM
803860005,Bages,Callús,PISCINA MUNICIPAL DE CALLÚS,PAL
803860003,Bages,Callús,ZONA ESPORTIVA MUNICIPAL,POL
804780005,Bages,Cardona,CAMP DE FUTBOL MUNICIPAL,CAM
804780019,Bages,Cardona,CISTELLA DE BÀSQUET PL. ESCASSANY,Altres espais
804780004,Bages,Cardona,CLUB ESPORTIU LA COROMINA,CAM
804780001,Bages,Cardona,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
804780012,Bages,Cardona,PISCINA MUNICIPAL,PAL
804780024,Bages,Cardona,PISTA DE PETANCA PARC DEL MIRACLE,PET
804780022,Bages,Cardona,PISTA POLIESPORTIVA BIBLIOTECA,POL
804780023,Bages,Cardona,PISTA POLIESPORTIVA RAVAL DE SANT JOAN,POL
804780025,Bages,Cardona,RUTES SALUDABLES,Altres espais
805380004,Bages,Castellbell i el Vilar,ÀREA D'ACTIVITAT FÍSICA PL. LLUÍS COMPANYS,Altres espais
805380013,Bages,Castellbell i el Vilar,ÀREA D'ACTIVITAT FÍSICA PL.ESTEVE BIOSCA,Altres espais
805380008,Bages,Castellbell i el Vilar,CAMP MUNICIPAL D'ESPORTS,CAM
805380014,Bages,Castellbell i el Vilar,CISTELLA DE BÀSQUET C. DEL VILAR,Altres espais
805380011,Bages,Castellbell i el Vilar,PISCINA MUNICIPAL,PAL
805380015,Bages,Castellbell i el Vilar,PISTES DE PETANCA PL. BARCELONA,PET
805380010,Bages,Castellbell i el Vilar,PISTES MUNICIPALS,POL
805380005,Bages,Castellbell i el Vilar,SKATE PARK C. LA BAUMA (FORA DE SERVEI),Altres espais
805380003,Bages,Castellbell i el Vilar,URBANITZACIÓ MAS ENRICH,PAL
805940009,Bages,Castellfollit del Boix,PISTA POLIESPORTIVA DE MAIANS,POL
805940001,Bages,Castellfollit del Boix,PISTA POLIESPORTIVA MUNICIPAL,POL
805940008,Bages,Castellfollit del Boix,TENNIS TAULA C. SANT ANDREU,Altres espais
806150010,Bages,Castellgalí,ÀREA D'ACTIVITAT FÍSICA MAS PLANOI,CAM
806150004,Bages,Castellgalí,CAMP MUNICIPAL DE FUTBOL,CAM
806150014,Bages,Castellgalí,GIMNÀS MUNICIPAL CASTELLGALÍ,SAL
806150005,Bages,Castellgalí,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
806150006,Bages,Castellgalí,PISCINES MUNICIPALS,PAL
806150008,Bages,Castellgalí,PISTES C. RENAIXENÇA,POL
806150009,Bages,Castellgalí,PISTES DE PETANCA MAS PLANOI,PET
806150011,Bages,Castellgalí,TENNIS TAULA C. RENAIXENÇA,Altres espais
806150012,Bages,Castellgalí,ZONA ESPORTIVA TORRE DEL BRENY,CAM
806200009,Bages,Castellnou de Bages,ÀREA  ESPORTIVA PTGE. DEL RACÓ,CAM
806200003,Bages,Castellnou de Bages,ÀREA ESPORTIVA PL. DE JOAN VENDRELL,POL
806200014,Bages,Castellnou de Bages,CAMP MUNICIPAL DE FUTBOL,CAM
806200007,Bages,Castellnou de Bages,PISCINA EL SERRAT,PAL
806200010,Bages,Castellnou de Bages,ROCÓDROM,Altres espais
808470001,Bages,Fonollosa,CAMP DE FUTBOL DE CAMPS,CAM
808470008,Bages,Fonollosa,CAMP DE FUTBOL DE CANET DE FALS,CAM
808470013,Bages,Fonollosa,CISTELLA DE BÀSQUET DE CAMPS,Altres espais
808470011,Bages,Fonollosa,GIMNÀS AJUNTAMENT,SAL
808470006,Bages,Fonollosa,PISCINA MUNICIPAL,PAL
808470003,Bages,Fonollosa,PISTA POLIESPORTIVA DE FALS,POL
808470004,Bages,Fonollosa,PISTA POLIESPORTIVA MUNICIPAL,POL
808470012,Bages,Fonollosa,ZONA ESPORTIVA CANET DE FALS,CAM
808470007,Bages,Fonollosa,ZONA ESPORTIVA PLA DE LA VILA,CAM
811360096,Bages,Manresa,ÀREA D'ACTIVITAT FÍSICA C. DE LA SÈQUIA,Altres espais
811360047,Bages,Manresa,ÀREA D'ACTIVITAT FÍSICA PARC DE SANT IGNASI,PET
811360086,Bages,Manresa,ATENEU LES BASES,PCO
811360082,Bages,Manresa,CAMP DE BEISBOL DE MANRESA,CAM
811360054,Bages,Manresa,CAMP DE FUTBOL LA BALCONADA,CAM
811360053,Bages,Manresa,CAMP DE FUTBOL LES COTS,CAM
811360051,Bages,Manresa,CAMP DE FUTBOL MION-PUIGBERENGUER,CAM
811360059,Bages,Manresa,CAMP DE FUTBOL PARE IGNASI PUIG,CAM
811360038,Bages,Manresa,CISTELLA DE BASQUET PASSEIG DEL RIU,Altres espais
811360049,Bages,Manresa,COMPLEX ESPORTIU DE LES PISCINES MUNICIPALS,PCO
811360079,Bages,Manresa,COMPLEX ESPORTIU VELL CONGOST,PAV
811360081,Bages,Manresa,ESTADI D'ATLETISME EL CONGOST,ATL
811360077,Bages,Manresa,ESTADI DE FUTBOL DEL CONGOST,CAM
811360080,Bages,Manresa,NOU PAVELLÓ MUNICIPAL EL CONGOST,PAV
811360026,Bages,Manresa,PAVELLÓ POLIESPORTIU EL PUJOLET,PAV
811360002,Bages,Manresa,PISTA CASTELL (FORA DE SERVEI),PAV
811360035,Bages,Manresa,PISTA DE PETANCA DE SANT PAU,PET
811360048,Bages,Manresa,PISTA POLIESPORTIVA DE CAL GRAVAT,POL
811360065,Bages,Manresa,PISTA POLIESPORTIVA EL XUP,POL
811360098,Bages,Manresa,PISTA POLIESPORTIVA ELS COMTALS,POL
811360071,Bages,Manresa,PISTA POLIESPORTIVA FONT DELS CAPELLANS,POL
811360056,Bages,Manresa,PISTA POLIESPORTIVA JOAN ORTIZ,POL
811360073,Bages,Manresa,PISTA POLIESPORTIVA LA GUIA,POL
811360045,Bages,Manresa,PISTA POLIESPORTIVA POBLE NOU,POL
811360075,Bages,Manresa,PISTA POLIESPORTIVA VALLDAURA,POL
811360052,Bages,Manresa,PISTES DE PETANCA DE CAL GRAVAT,PET
811360024,Bages,Manresa,PISTES DE PETANCA DEL PUJOLET,PET
811360070,Bages,Manresa,PISTES DE PETANCA FONT DELS CAPELLANS,PET
811360055,Bages,Manresa,PISTES DE PETANCA LA BALCONADA,PET
811360025,Bages,Manresa,PISTES DE PETANCA TOSSAL DEL CORO,PET
811360078,Bages,Manresa,ROCODROM ZONA ESPORTIVA EL CONGOST,Altres espais
811360067,Bages,Manresa,TENNIS TAULA PL. CATALUNYA,Altres espais
811360076,Bages,Manresa,ZONA ESPORTIVA DEL CONGOST,CAM
824230003,Bages,Marganell,INSTAL·LACIONS ESPORTIVES MUNICIPALS,CAM
812710017,Bages,Monistrol de Montserrat,ÀREA D'ACTIVITAT FÍSICA CTRA. D'ABRERA,PET
812710009,Bages,Monistrol de Montserrat,CAMP DE FUTBOL MUNICIPAL,CAM
812710011,Bages,Monistrol de Montserrat,PAVELLÓ ESPORTIU MUNICIPAL PAU RIBAS,PAV
812710014,Bages,Monistrol de Montserrat,PISCINA MUNICIPAL,PAL
812710020,Bages,Monistrol de Montserrat,PISTA DE PÀDEL MONISTROL DE MONTSERRAT,PAD
812710018,Bages,Monistrol de Montserrat,PISTA POLIESPORTIVA MUNICIPAL,POL
812710015,Bages,Monistrol de Montserrat,ZONA ESPORTIVA LA BATANERA,POL
813980007,Bages,Mura,ÀREA D'ESCALADA DE ST. LLORENÇ DEL MUNT I L'OBAC,Altres espais
813980003,Bages,Mura,CAMP DE FUTBOL MUNICPAL,CAM
813980010,Bages,Mura,PISCINES MUNICIPALS,PAL
814020018,Bages,Navarcles,ÀREA D'ACTIVITAT FÍSICA FONT DE LA CURA,Altres espais
814020014,Bages,Navarcles,ÀREA D'ACTIVITAT FÍSICA PARC PAU CLARIS,Altres espais
814020010,Bages,Navarcles,CAMP DE FUTBOL MUNICIPAL,CAM
814020008,Bages,Navarcles,CLUB PETANCA NAVARCLES,PET
814020016,Bages,Navarcles,CLUB PETANCA SANT BARTOMEU,PET
814020011,Bages,Navarcles,EL LLAC,Altres espais
814020004,Bages,Navarcles,ESPAI ESPORTIU TRES PINS,SAL
814020015,Bages,Navarcles,PAVELLÓ MUNICIPAL,PAV
814020009,Bages,Navarcles,PISTA D'ATLETISME MUNICIPAL,CAM
814020017,Bages,Navarcles,ZONA ESPORTIVA PARC DE LA PLANOTA,POL
814190019,Bages,Navàs,ÀREA D'ACTIVITAT FÍSICA C. PAU CLARIS,CAM
814190012,Bages,Navàs,CAMP DE FUTBOL EL PALÀ DE TORROELLA,CAM
814190007,Bages,Navàs,CAMP MUNICIPAL LA DEVESA,CAM
814190016,Bages,Navàs,CISTELLA DE BÀSQUET EL MUJAL,Altres espais
814190006,Bages,Navàs,CLUB DE TENNIS NAVÀS,TEN
814190018,Bages,Navàs,CLUB PETANCA NAVÀS 1980,PET
814190004,Bages,Navàs,L'EIX LLEURE SALUT ESPORT,PCO
814190001,Bages,Navàs,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
814190011,Bages,Navàs,PISCINES MUNICIPALS L'ALZINETA,PAL
814190002,Bages,Navàs,PISTA COBERTA SANT JORDI,PAV
814190015,Bages,Navàs,ZONA ESPORTIVA CASTELLADRAL,CAM
818250007,Bages,El Pont de Vilomara i Rocafort,ÀREA D'ACTIVITAT FÍSICA CENTRE DE DIA,Altres espais
818250012,Bages,El Pont de Vilomara i Rocafort,ÀREA D'ACTIVITAT FÍSICA CTRA. DE ROCAFORT,Altres espais
818250005,Bages,El Pont de Vilomara i Rocafort,CAMP MUNICIPAL D'ESPORTS,CAM
818250006,Bages,El Pont de Vilomara i Rocafort,PISCINA MUNICIPAL,PAL
818250008,Bages,El Pont de Vilomara i Rocafort,PISTA POLIESPORTIVA MUNICIPAL,POL
818250004,Bages,El Pont de Vilomara i Rocafort,PISTA POLIESPORTIVA ROCAFORT,POL
818250003,Bages,El Pont de Vilomara i Rocafort,PISTES MUNICIPALS EL MARQUET,TEN
818250011,Bages,El Pont de Vilomara i Rocafort,SALA POLIVALENT - GIMNÀS,PAV
817860001,Bages,Rajadell,POLIESPORTIU MUNICIPAL,POL
819180019,Bages,Sallent,CAMP DE FUTBOL MUNICIPAL,CAM
819180017,Bages,Sallent,CLUB DE TENNIS SALLENT,TEN
819180002,Bages,Sallent,CLUB DE TIR BAGES,Altres espais
819180015,Bages,Sallent,CLUB PETANCA SALLENT,PET
819180001,Bages,Sallent,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
819180003,Bages,Sallent,PAVELLÓ POLIESPORTIU CABRIANES,PAV
819180022,Bages,Sallent,ROCÒDROM LA TURBINA,Altres espais
819180023,Bages,Sallent,SKATE PARK PL. 19 D'ABRIL,Altres espais
819180020,Bages,Sallent,ZONA ESPORTIVA MUNICIPAL,CAM
821290003,Bages,Sant Feliu Sasserra,CAMP DE FUTBOL MUNICIPAL SANT ROC,CAM
821290004,Bages,Sant Feliu Sasserra,PISCINES MUNICIPALS,PAL
821290001,Bages,Sant Feliu Sasserra,PISTES MUNICIPALS,TEN
821290005,Bages,Sant Feliu Sasserra,TENNIS TAULA PARC DELS CASTANYERS,Altres espais
821350024,Bages,Sant Fruitós de Bages,ÀREA D'ACTIVITAT FÍSICA EL BOSQUET,Altres espais
821350011,Bages,Sant Fruitós de Bages,ÀREA ESPORTIVA FONT DE LA TOLEGA,Altres espais
821350003,Bages,Sant Fruitós de Bages,CAMP DE FUTBOL DE TORROELLA DE BAIX,CAM
821350017,Bages,Sant Fruitós de Bages,CAMP DE FUTBOL MUNICIPAL,CAM
821350023,Bages,Sant Fruitós de Bages,CIRCUIT ESPORTIU AV. DE ST. JOAN,Altres espais
821350005,Bages,Sant Fruitós de Bages,CLUB DE PETANCA TORROELLA,PET
821350018,Bages,Sant Fruitós de Bages,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
821350010,Bages,Sant Fruitós de Bages,PISCINA MUNICIPAL,PAL
821350004,Bages,Sant Fruitós de Bages,PISTA POLIESPORTIVA C. VERGE DE FÀTIMA,POL
821350027,Bages,Sant Fruitós de Bages,TENNIS TAULA PL. LA ROSALEDA,Altres espais
821350012,Bages,Sant Fruitós de Bages,ZONA ESPORTIVA BRUCARDES,POL
821350029,Bages,Sant Fruitós de Bages,ZONA ESPORTIVA C. DE VILADORDIS,POL
821350026,Bages,Sant Fruitós de Bages,ZONA ESPORTIVA C. LLEDONER,CAM
821350019,Bages,Sant Fruitós de Bages,ZONA ESPORTIVA CTRA. DE LES BRUCARDES,POL
821880018,Bages,Sant Joan de Vilatorrada,ÀREA D'ACTIVITAT FÍSICA C. RAFAEL DE CASANOVA,Altres espais
821880027,Bages,Sant Joan de Vilatorrada,ÀREA D'ACTIVITAT FÍSICA PARC DE CATALUNYA,Altres espais
821880021,Bages,Sant Joan de Vilatorrada,ÀREA D'ACTIVITAT FÍSICA PG. GALLIFA,Altres espais
821880023,Bages,Sant Joan de Vilatorrada,CAMP DE FUTBOL DE SANT MARTÍ DE TORROELLA,CAM
821880002,Bages,Sant Joan de Vilatorrada,CAMP MUNICIPAL DE FUTBOL,CAM
821880001,Bages,Sant Joan de Vilatorrada,CLUB D'ESCACS SANT JOAN,SAL
821880003,Bages,Sant Joan de Vilatorrada,PAVELLÓ MUNICIPAL,PAV
821880008,Bages,Sant Joan de Vilatorrada,PISCINA MUNICIPAL,POL
821880012,Bages,Sant Joan de Vilatorrada,PISTA  POLIESPORTIVA  MUNICIPAL,POL
821880019,Bages,Sant Joan de Vilatorrada,PISTA DE BÀSQUET ONZE DE SETEMBRE,POL
821880011,Bages,Sant Joan de Vilatorrada,PISTA POLIESPORTIVA C. ALZINES,POL
821880014,Bages,Sant Joan de Vilatorrada,PISTES DE TENNIS MUNICIPALS,TEN
821880013,Bages,Sant Joan de Vilatorrada,PISTES PETANCA ZONA ESPORTIVA,PET
822990002,Bages,Sant Mateu de Bages,CAMP DE FUTBOL MUNICIPAL,CAM
822990003,Bages,Sant Mateu de Bages,COMPLEX ESPORTIU ESTANISLAO BASORA,CAM
822990007,Bages,Sant Mateu de Bages,PISCINES MUNICIPALS DE VALLS DE TORROELLA,PAL
822990006,Bages,Sant Mateu de Bages,PISTA DE TENNIS DE VALLS DE TORROELLA,TEN
809830009,Bages,Sant Salvador de Guardiola,ÀREA D'ACTIVITAT FÍSICA PL. DEL PI,Altres espais
809830004,Bages,Sant Salvador de Guardiola,CAMP DE FUTBOL MUNICIPAL,CAM
809830008,Bages,Sant Salvador de Guardiola,"CASAL CÍVIC ""MASIA DEL CALVET""",SAL
809830011,Bages,Sant Salvador de Guardiola,"CIRCUIT BTT ""EL JARAMA""",Altres espais
809830001,Bages,Sant Salvador de Guardiola,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
809830007,Bages,Sant Salvador de Guardiola,PISCINES EL CALVET,PAL
809830016,Bages,Sant Salvador de Guardiola,PISTA DE PÀDEL MUNICIPAL,PAD
809830006,Bages,Sant Salvador de Guardiola,"PISTA POLIESPORTIVA ""CURRO""",POL
809830005,Bages,Sant Salvador de Guardiola,PISTES DE PETANCA EL CALVET,PET
809830010,Bages,Sant Salvador de Guardiola,SALA TEATRE,SAL
809830015,Bages,Sant Salvador de Guardiola,SKATE PARK SANT SALVADOR DE GUARDIOLA,Altres espais
826280017,Bages,Sant Vicenç de Castellet,ÀREA D'ACTIVITAT FÍSICA C. LLIBERTAT,PET
826280003,Bages,Sant Vicenç de Castellet,ÀREA D'ACTIVITAT FÍSICA PL. ESPANYA,Altres espais
826280010,Bages,Sant Vicenç de Castellet,CAMP MUNICIPAL DE FUTBOL,CAM
826280001,Bages,Sant Vicenç de Castellet,CLUB D'ESCACS CASTELLET,SAL
826280008,Bages,Sant Vicenç de Castellet,PISTES DE PETANCA CLUB ATLÈTIC CASTELLET,PET
826280011,Bages,Sant Vicenç de Castellet,ZONA ESPORTIVA C. BARCELONA,POL
826280014,Bages,Sant Vicenç de Castellet,ZONA ESPORTIVA MUNICIPAL,PAV
819230023,Bages,Santpedor,ÀREA D'ACTIVITAT FÍSICA PL. GABRIEL PRAT,Altres espais
819230021,Bages,Santpedor,CAMP D'ESPORTS MUNICIPAL JOSEP GUARDIOLA,CAM
819230018,Bages,Santpedor,CLUB ESPORTIU ARC SET,Altres espais
819230016,Bages,Santpedor,CLUB PETANCA MUNICIPAL,PET
819230025,Bages,Santpedor,INSTAL·LACIONS ESPORTIVES CTRA. DE MANRESA,POL
819230019,Bages,Santpedor,PAVELLÓ MUNICIPAL D'ESPORTS SANTPEDOR,PAV
819230009,Bages,Santpedor,PISCINES MUNICIPALS,POL
819230024,Bages,Santpedor,PISTA POLIESPORTIVA C. AMETLLER,POL
819230011,Bages,Santpedor,PISTA POLIESPORTIVA MUNICIPAL,POL
819230017,Bages,Santpedor,TENNIS I FRONTÓ MUNICIPAL,TEN
827470021,Bages,Súria,ÀREA D'ACTIVITAT FÍSICA JONCARETS,Altres espais
827470020,Bages,Súria,ÀREA D'ACTIVITAT FÍSICA SALIPOTA,Altres espais
827470023,Bages,Súria,CAMP DE FUTBOL DE LA COLONIA,CAM
827470005,Bages,Súria,CAMP MUNICIPAL DE FUTBOL,CAM
827470013,Bages,Súria,CLUB DE TIR ESPORTIU SÚRIA,Altres espais
827470019,Bages,Súria,PARC MUNICIPAL MACARY I VIADER,CAM
827470001,Bages,Súria,PAVELLÓ D'ESPORTS JOSEP FÀBREGA I TORT,PAV
827470018,Bages,Súria,PISCINES MUNICIPALS,PAL
827470007,Bages,Súria,PISTA DE BÀSQUET BARRI DE FUSTERET,POL
827470011,Bages,Súria,PISTA DE BÀSQUET BARRI SANTA MARIA,POL
827470009,Bages,Súria,PISTA POLIESPORTIVA DE JONCARETS,POL
827470010,Bages,Súria,PISTA POLIESPORTIVA LA COLONIA,POL
827470022,Bages,Súria,PISTA POLIESPORTIVA SALIPOTA,POL
827470014,Bages,Súria,PISTES DE PETANCA PARC SALIPOTA,PET
827470008,Bages,Súria,PISTES POLIESPORTIVES DE L'ESCORXADOR,POL
827790004,Bages,Talamanca,CASAL DE LA QUINTANA,SAL
827790003,Bages,Talamanca,CASAL DEL POBLE,SAL
827790001,Bages,Talamanca,CLUB ESPORTIU TALAMANCA,CAM
800180031,Baix Llobregat,Abrera,ÀREA D'ACTIVITAT FÍSICA CASAL D'AVIS,Altres espais
800180029,Baix Llobregat,Abrera,ÀREA D'ACTIVITAT FÍSICA PARC DE SANT ARMENGOL,Altres espais
800180014,Baix Llobregat,Abrera,CAMP DE FUTBOL MUNICIPAL,CAM
800180012,Baix Llobregat,Abrera,CENTRE AQUÀTIC MUNICIPAL D'ABRERA,PCO
800180016,Baix Llobregat,Abrera,FRONTÓ I TENNIS MUNICIPAL,TEN
800180017,Baix Llobregat,Abrera,GIMNÀS MUNICIPAL,PAV
800180022,Baix Llobregat,Abrera,PARC DE CAN MORRAL,Altres espais
800180020,Baix Llobregat,Abrera,PARC DE LA VINYA,Altres espais
