field_codi_equipament,field_comarca,field_municipi,field_nom_equipament,field_espai_principal
809770013,Vallès Oriental,Gualba,PISCINES MUNICIPALS,PAL
809770001,Vallès Oriental,Gualba,PISTA POLIESPORTIVA,POL
809770015,Vallès Oriental,Gualba,SALA MUNICIPAL LES MIL VEUS,SAL
809770014,Vallès Oriental,Gualba,ZONA ESPORTIVA C. CAMÍ RAL,POL
810560015,Vallès Oriental,La Llagosta,ÀREA D'ACTIVITAT FÍSICA PARC POPULAR,Altres espais
810560014,Vallès Oriental,La Llagosta,ÀREA D'ACTIVITAT FÍSICA PL. ANNE FRANK,Altres espais
810560005,Vallès Oriental,La Llagosta,CAMP MUNICIPAL DE FUTBOL JOAN GELABERT,CAM
810560004,Vallès Oriental,La Llagosta,COMPLEX ESPORTIU MUNICIPAL EL TURÓ,PCO
810560007,Vallès Oriental,La Llagosta,PISTES DE PETANCA MUNICIPALS,PET
810560011,Vallès Oriental,La Llagosta,POLIESPORTIU ANTONIO GARCÍA ROBLEDO,PAV
810560013,Vallès Oriental,La Llagosta,ZONA ESPORTIVA PL. EUROPA,POL
810750029,Vallès Oriental,Lliçà d'Amunt,ÀREA D'ACTIVITAT FÍSICA C. FOLCH I TORRAS,Altres espais
810750048,Vallès Oriental,Lliçà d'Amunt,ÀREA D'ACTIVITAT FÍSICA PARC DE CAN XICOTA,POL
810750045,Vallès Oriental,Lliçà d'Amunt,ÀREA D'ACTIVITAT FÍSICA PARC DE LA FELICITAT,Altres espais
810750028,Vallès Oriental,Lliçà d'Amunt,ÀREA D'ACTIVITAT FÍSICA PARC DEL COL·LEGI,Altres espais
810750042,Vallès Oriental,Lliçà d'Amunt,ÀREA D'ACTIVITAT FÍSICA PINAR DE LA RIERA,Altres espais
810750004,Vallès Oriental,Lliçà d'Amunt,CAMP D'ESPORTS MUNICIPAL,CAM
810750031,Vallès Oriental,Lliçà d'Amunt,CENTRE CÍVIC CA L'ARTIGUES,POL
810750051,Vallès Oriental,Lliçà d'Amunt,CIRCUIT BTT PARC DE CA L'ARTIGUES,Altres espais
810750030,Vallès Oriental,Lliçà d'Amunt,CISTELLA BÀSQUET PL. CATALUNYA,Altres espais
810750006,Vallès Oriental,Lliçà d'Amunt,PAVELLÓ D'ESPORTS DE LLIÇA D'AMUNT,PAV
810750034,Vallès Oriental,Lliçà d'Amunt,PISCINES MUNICIPALS,PAL
810750035,Vallès Oriental,Lliçà d'Amunt,PISTA POLIESPORTIVA PARC FRANCISCO IBÁÑEZ,POL
810750049,Vallès Oriental,Lliçà d'Amunt,PISTA POLIESPORTIVA RAVAL DE CAN XICOTA,POL
810750046,Vallès Oriental,Lliçà d'Amunt,PISTES DE PETANCA PARC DEL TENES,PET
810750003,Vallès Oriental,Lliçà d'Amunt,ROCÒDROM VALL DE TENES,Altres espais
810750002,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA CAN FARELL,POL
810750015,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA CAN ROURE,POL
810750036,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA CAN ROVIRA NOU,POL
810750027,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA CAN ROVIRA VELL,POL
810750013,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA MAS BO,POL
810750025,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA PALAUDÀRIES,POL
810750014,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA PINEDES DE VALLÈS,POL
810750020,Vallès Oriental,Lliçà d'Amunt,ZONA ESPORTIVA TORRENT MERDANÇ - PATINÒDROM,POL
810810012,Vallès Oriental,Lliçà de Vall,ÀREA D'ACTIVITAT FÍSICA SANT MORITZ,Altres espais
810810013,Vallès Oriental,Lliçà de Vall,ÀREA ESPORTIVA CAN PRAT,POL
810810014,Vallès Oriental,Lliçà de Vall,ÀREA ESPORTIVA LA MIRANDA,POL
810810018,Vallès Oriental,Lliçà de Vall,CAMP DE FUTBOL CANTALLOPS,CAM
810810006,Vallès Oriental,Lliçà de Vall,CAMP DE FUTBOL MUNICIPAL,CAM
810810001,Vallès Oriental,Lliçà de Vall,GIMNÀS MUNICIPAL,PAV
810810003,Vallès Oriental,Lliçà de Vall,PAVELLÓ MUNICIPAL,PAV
810810019,Vallès Oriental,Lliçà de Vall,PISTA POLIESPORTIVA CANTALLOPS,POL
810810016,Vallès Oriental,Lliçà de Vall,PISTA POLIESPORTIVA EL MAS GORDI,POL
810810017,Vallès Oriental,Lliçà de Vall,PISTA POLIESPORTIVA EL MIRADOR,POL
810810021,Vallès Oriental,Lliçà de Vall,PISTA POLIESPORTIVA MUNICIPAL,POL
810810020,Vallès Oriental,Lliçà de Vall,PISTA POLIESPORTIVA XIOL,POL
810810002,Vallès Oriental,Lliçà de Vall,PISTES DE PETANCA CLUB LLIÇÀ DE VALL,PET
810810010,Vallès Oriental,Lliçà de Vall,SKATEPARK CASAL DE JOVES EL KALIU,Altres espais
810690030,Vallès Oriental,Llinars del Vallès,ANTIC SINDICAT - CLUB D'ESCACS,SAL
810690018,Vallès Oriental,Llinars del Vallès,ÀREA D'ACTIVITAT FÍSICA C. JOAN MARAGALL,Altres espais
810690016,Vallès Oriental,Llinars del Vallès,ÀREA D'ACTIVITAT FISICOESPORTIVA PARC,Altres espais
810690026,Vallès Oriental,Llinars del Vallès,CAMP DE FUTBOL AV. DEL MOGENT,CAM
810690005,Vallès Oriental,Llinars del Vallès,CAMP DE FUTBOL MUNICIPAL JOAN MISER COLL,CAM
810690020,Vallès Oriental,Llinars del Vallès,CIRCUIT DE CURSA A PEU,Altres espais
810690034,Vallès Oriental,Llinars del Vallès,CISTELLA PATI DE CAN MAS BAGÀ,Altres espais
810690031,Vallès Oriental,Llinars del Vallès,LA SALA - CLUB BILLAR I SLOT,SAL
810690015,Vallès Oriental,Llinars del Vallès,L'ESPORTIU DE LLINARS,PCO
810690013,Vallès Oriental,Llinars del Vallès,PAVELLÓ 1 D'OCTUBRE,PAV
810690010,Vallès Oriental,Llinars del Vallès,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
810690022,Vallès Oriental,Llinars del Vallès,PISTA POLIESPORTIVA C. PEDRAFORCA,POL
810690021,Vallès Oriental,Llinars del Vallès,PISTA POLIESPORTIVA PL. FRANCESC MACIÀ,POL
810690019,Vallès Oriental,Llinars del Vallès,PISTES DE PETANCA AV. GRANOLLERS,PET
810690017,Vallès Oriental,Llinars del Vallès,PISTES DE PETANCA MUNICIPALS,PET
810690032,Vallès Oriental,Llinars del Vallès,SKATE PARK CARRER FLORS,Altres espais
810690033,Vallès Oriental,Llinars del Vallès,ZONA ESPORTIVA A L'AIRE LLIURE HORTS D'EN ROQUETA,POL
811540008,Vallès Oriental,Martorelles,CAMP DE FUTBOL MUNICIPAL,CAM
811540001,Vallès Oriental,Martorelles,CLUB DE PETANCA MARTORELLES-LES PRUNERES,PET
811540007,Vallès Oriental,Martorelles,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
811540004,Vallès Oriental,Martorelles,PISCINES MUNICIPALS LES PRUNERES,PAL
811540002,Vallès Oriental,Martorelles,PISTA POLIESPORTIVA EL CARRENCÀ,POL
811540009,Vallès Oriental,Martorelles,PISTES POLIESPORTIVES MUNICIPALS,POL
812490066,Vallès Oriental,Mollet del Vallès,ÀREA D'ACTIVITAT FÍSICA C. JUAN RAMÓN JIMÉNEZ,Altres espais
812490051,Vallès Oriental,Mollet del Vallès,ÀREA D'ACTIVITAT FÍSICA CAN FLEQUER,Altres espais
812490049,Vallès Oriental,Mollet del Vallès,ÀREA D'ACTIVITAT FÍSICA CAN MULÀ,Altres espais
812490018,Vallès Oriental,Mollet del Vallès,ÀREA D'ACTIVITAT FÍSICA PARC DELS COLORS,PET
812490050,Vallès Oriental,Mollet del Vallès,ÀREA D'ACTIVITAT FÍSICA PL. MARIA BLANCHARD,Altres espais
812490006,Vallès Oriental,Mollet del Vallès,CA N'ARIMÓN - CENTRE MUNICIPAL D'ESPORT I SALUT,PCO
812490017,Vallès Oriental,Mollet del Vallès,CAMP DE FUTBOL MUNICIPAL GERMANS GONZALVO,CAM
812490022,Vallès Oriental,Mollet del Vallès,CAMP DE FUTBOL MUNICIPAL JOAN BOCANEGRA,CAM
812490025,Vallès Oriental,Mollet del Vallès,CAMP DE FUTBOL MUNICIPAL ZONA SUD,CAM
812490057,Vallès Oriental,Mollet del Vallès,CIRCUIT D'ESPORTS URBANS STREET PARK,Altres espais
812490039,Vallès Oriental,Mollet del Vallès,PAVELLÓ MUNICIPAL D'ESPORTS PLANA LLEDÓ,PAV
812490030,Vallès Oriental,Mollet del Vallès,PAVELLÓ MUNICIPAL D'ESPORTS RIERA SECA,PAV
812490044,Vallès Oriental,Mollet del Vallès,PISTA MUNICIPAL D'ATLETISME LA PEDRA SALVADORA,ATL
812490052,Vallès Oriental,Mollet del Vallès,PISTA POLIESPORTIVA BARRI LOURDES,POL
812490004,Vallès Oriental,Mollet del Vallès,PISTA POLIESPORTIVA MUNICIPAL PL. DE LA REPÚBLICA,POL
812490005,Vallès Oriental,Mollet del Vallès,PISTES DE PETANCA CAN MULÀ,PET
812490007,Vallès Oriental,Mollet del Vallès,PISTES DE PETANCA DE CAN FÀBREGAS,PET
812490013,Vallès Oriental,Mollet del Vallès,PISTES DE PETANCA DE LA CONSTITUCIÓ,PET
812490001,Vallès Oriental,Mollet del Vallès,PISTES DE PETANCA DE LA GANIVETA,PET
812490069,Vallès Oriental,Mollet del Vallès,PISTES DE PETANCA PARC DE PLANA LLEDÓ,PET
812490068,Vallès Oriental,Mollet del Vallès,PISTES DE PETANCA PG. DE RONDA,PET
812490003,Vallès Oriental,Mollet del Vallès,PISTES DE PETANCA PL. DE LA REPÚBLICA,PET
812490048,Vallès Oriental,Mollet del Vallès,PISTES MUNICIPALS DE MONOPATÍ,Altres espais
812490012,Vallès Oriental,Mollet del Vallès,SALES D'ESCACS CASAL LA REPÚBLICA,SAL
812490059,Vallès Oriental,Mollet del Vallès,TENNIS TAULA PL. JOSEP TARRADELLAS,Altres espais
812490009,Vallès Oriental,Mollet del Vallès,ZONA ESPORTIVA PARC LLUÍS COMPANYS,POL
813500027,Vallès Oriental,Montmeló,ÀREA D'ACTIVITAT FÍSICA EL PEDREGAR,CAM
813500025,Vallès Oriental,Montmeló,ÀREA D'ACTIVITAT FÍSICA L'ESCORXADOR,POL
813500012,Vallès Oriental,Montmeló,ÀREA D'ACTIVITAT FÍSICA PARC DEL SANT CRIST,POL
813500017,Vallès Oriental,Montmeló,ÀREA D'ACTIVITAT FÍSICA PL. CONSTITUCIÓ,Altres espais
813500021,Vallès Oriental,Montmeló,ÀREA D'ACTIVITAT FÍSICA PL. EUROPA,Altres espais
813500001,Vallès Oriental,Montmeló,CAMP DE FUTBOL MUNICIPAL,CAM
813500002,Vallès Oriental,Montmeló,CIRCUIT DE CATALUNYA,Altres espais
813500019,Vallès Oriental,Montmeló,ESCACS GEGANTS AV. MIL·LENARI,Altres espais
813500026,Vallès Oriental,Montmeló,ESPAI DE CAL·LISTÈNIA,Altres espais
813500014,Vallès Oriental,Montmeló,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
813500016,Vallès Oriental,Montmeló,PISCINES MUNICIPALS,PAL
813500023,Vallès Oriental,Montmeló,PISTES DE PÀDEL MONTMELÓ,PAD
813500013,Vallès Oriental,Montmeló,PISTES DE PETANCA CASAL DE LA GENT GRAN,PET
813500011,Vallès Oriental,Montmeló,PISTES DE PETANCA MUNICIPALS,PET
813500018,Vallès Oriental,Montmeló,TENNIS TAULA C. POETA JOAN MARAGALL,Altres espais
813500020,Vallès Oriental,Montmeló,TENNIS TAULA PL. GRAN,Altres espais
813630023,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA CARRER MOLÍ,Altres espais
813630025,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA JARDINS PEDRO CHAVARRÍA,POL
813630018,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA PARC DELS CASTANYERS,Altres espais
813630015,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA PARC DELS GEGANTS,Altres espais
813630011,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA PL. DE L'ESGLÉSIA,Altres espais
813630017,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA PLAÇA DE LES FREIXES,Altres espais
813630020,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA PLAÇA LLUÍS COMPANYS,POL
813630016,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA PLAÇA PAU PICASSO,POL
813630027,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA TORRENT VINYES VELLES,POL
813630024,Vallès Oriental,Montornès del Vallès,ÀREA D'ACTIVITAT FÍSICA VINYES VELLES,Altres espais
813630022,Vallès Oriental,Montornès del Vallès,CENTRE ANDALÚS,CAM
813630007,Vallès Oriental,Montornès del Vallès,COMPLEX ESPORTIU MUNICIPAL LES VERNEDES,PCO
813630008,Vallès Oriental,Montornès del Vallès,INSTAL·LACIONS ESPORTIVES MUNICIPALS,CAM
813630029,Vallès Oriental,Montornès del Vallès,PAVELLÓ POLIESPORTIU MUNICIPAL EL SORRALET,PAV
813630021,Vallès Oriental,Montornès del Vallès,PETANQUES CASAL D'AVIS MONTORNÈS NORD,PET
813630019,Vallès Oriental,Montornès del Vallès,PISTES SKATE VINYES VELLES,Altres espais
813790005,Vallès Oriental,Montseny,ZONA ESPORTIVA MUNICIPAL,ATL
815930023,Vallès Oriental,Parets del Vallès,ÀREA D'ACTIVITAT FÍSICA AV. FRANCESC MACIÀ,Altres espais
815930008,Vallès Oriental,Parets del Vallès,ÀREA D'ACTIVITAT FÍSICA C. BRUC,PET
815930022,Vallès Oriental,Parets del Vallès,ÀREA D'ACTIVITAT FÍSICA CA N'OMS,PET
815930005,Vallès Oriental,Parets del Vallès,CAMP DE FUTBOL MUNICIPAL JOSEP SEGUER,CAM
815930015,Vallès Oriental,Parets del Vallès,INSTAL·LACIONS MUNICIPALS DE PETANCA,PET
815930028,Vallès Oriental,Parets del Vallès,PISCINA MUNICIPAL DESCOBERTA,PAL
815930011,Vallès Oriental,Parets del Vallès,PISCINA MUNICIPAL MIGUEL LUQUE - CAN BUTJOSA,PCO
815930016,Vallès Oriental,Parets del Vallès,PISTA POLIESPORTIVA C. PRAT DE LA RIBA,POL
815930024,Vallès Oriental,Parets del Vallès,PISTA POLIESPORTIVA CAN BUTJOSA,POL
